Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Customer_Value_Proxy_MYR,Churn_Probability,Customer_Segment,Priority_Score,Recommended_Action
Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes,304.79999999999995,0.19444444444444445,Low Value + Low Risk,59.26666666666666,No immediate action
Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,360.2,0.7546583850931677,Low Value + High Risk,271.827950310559,Use low-cost retention action
Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,227.54999999999998,0.5684931506849316,Low Value + High Risk,129.36061643835617,Use low-cost retention action
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,68.5,0.8977272727272727,Low Value + High Risk,61.49431818181818,Use low-cost retention action
Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes,808.5,0.5684931506849316,Low Value + High Risk,459.62671232876716,Use low-cost retention action
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,69.95,0.8977272727272727,Low Value + High Risk,62.79602272727273,Use low-cost retention action
Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes,350.25,0.38513513513513514,Low Value + Low Risk,134.8935810810811,No immediate action
Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,752.0,0.7546583850931677,Low Value + High Risk,567.5031055900621,Use low-cost retention action
Female,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes,1345.3,0.10276679841897234,Low Value + Low Risk,138.2521739130435,No immediate action
Male,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,2449.05,0.5088495575221239,High Value + High Risk,1246.1980088495577,Prioritize retention offer
Male,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,978.9,0.19444444444444445,Low Value + Low Risk,190.34166666666667,No immediate action
Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,4710.65,0.32798165137614677,High Value + Low Risk,1545.0067660550455,Maintain relationship
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,58.800000000000004,0.06666666666666667,Low Value + Low Risk,3.9200000000000004,No immediate action
Male,Yes,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,132.8,0.20689655172413793,Low Value + Low Risk,27.47586206896552,No immediate action
Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,6603.3,0.22826086956521738,High Value + Low Risk,1507.2749999999999,Maintain relationship
Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,6324.0,0.22826086956521738,High Value + Low Risk,1443.5217391304348,Maintain relationship
Male,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,1533.4,0.32798165137614677,High Value + Low Risk,502.92706422018347,Maintain relationship
Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,1408.3999999999999,0.020599250936329586,High Value + Low Risk,29.011985018726588,Maintain relationship
Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,2475.35,0.32798165137614677,High Value + Low Risk,811.8693807339449,Maintain relationship
Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,99.2,0.5437262357414449,Low Value + High Risk,53.93764258555133,Use low-cost retention action
Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,6992.7,0.22826086956521738,High Value + Low Risk,1596.1597826086954,Maintain relationship
Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,275.54999999999995,0.7546583850931677,Low Value + High Risk,207.94611801242235,Use low-cost retention action
Female,No,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,40.1,0.5437262357414449,Low Value + High Risk,21.80342205323194,Use low-cost retention action
Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,2290.9,0.5088495575221239,High Value + High Risk,1165.7234513274336,Prioritize retention offer
Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,1257.2,0.7546583850931677,Low Value + High Risk,948.7565217391306,Use low-cost retention action
Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,2528.75,0.10276679841897234,High Value + Low Risk,259.8715415019763,Maintain relationship
Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,3572.35,0.5088495575221239,High Value + High Risk,1817.7887168141592,Prioritize retention offer
Female,No,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,280.7,0.19444444444444445,Low Value + Low Risk,54.580555555555556,No immediate action
Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,2430.0,0.5088495575221239,High Value + High Risk,1236.5044247787612,Prioritize retention offer
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,79.55,0.8977272727272727,Low Value + High Risk,71.41420454545454,Use low-cost retention action
Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,2689.6,0.5088495575221239,High Value + High Risk,1368.6017699115043,Prioritize retention offer
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,89.1,0.8977272727272727,Low Value + High Risk,79.9875,Use low-cost retention action
Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,1604.8000000000002,0.5088495575221239,High Value + High Risk,816.6017699115046,Prioritize retention offer
Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,1486.75,0.5088495575221239,High Value + High Risk,756.5320796460177,Prioritize retention offer
Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,88.3,0.5437262357414449,Low Value + High Risk,48.01102661596958,Use low-cost retention action
Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,606.0,0.5684931506849316,Low Value + High Risk,344.5068493150685,Use low-cost retention action
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,19.1,0.35,Low Value + Low Risk,6.6850000000000005,No immediate action
Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,80.3,0.8977272727272727,Low Value + High Risk,72.08749999999999,Use low-cost retention action
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,74.9,0.8977272727272727,Low Value + High Risk,67.23977272727274,Use low-cost retention action
Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,727.65,0.5684931506849316,Low Value + High Risk,413.6640410958904,Use low-cost retention action
Male,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,74.25,0.5437262357414449,Low Value + High Risk,40.37167300380228,Use low-cost retention action
Female,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,4451.65,0.32798165137614677,High Value + Low Risk,1460.0595183486237,Maintain relationship
Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes,159.4,0.5684931506849316,Low Value + High Risk,90.61780821917809,Use low-cost retention action
Male,No,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,3165.25,0.020599250936329586,High Value + Low Risk,65.20177902621722,Maintain relationship
Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,1816.5,0.5088495575221239,High Value + High Risk,924.3252212389381,Prioritize retention offer
Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,7172.55,0.22826086956521738,High Value + Low Risk,1637.2124999999999,Maintain relationship
Male,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,25.1,0.5437262357414449,Low Value + High Risk,13.647528517110267,Use low-cost retention action
Male,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,1909.0500000000002,0.04878048780487805,High Value + Low Risk,93.12439024390245,Maintain relationship
Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,501.29999999999995,0.7546583850931677,Low Value + High Risk,378.31024844720497,Use low-cost retention action
Female,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,1515.5500000000002,0.5088495575221239,High Value + High Risk,771.186946902655,Prioritize retention offer
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,70.45,0.8977272727272727,Low Value + High Risk,63.24488636363637,Use low-cost retention action
Male,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,3497.3999999999996,0.10276679841897234,High Value + Low Risk,359.4166007905138,Maintain relationship
Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,24.75,0.5437262357414449,Low Value + High Risk,13.45722433460076,Use low-cost retention action
Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,1962.7,0.5088495575221239,High Value + High Risk,998.7190265486727,Prioritize retention offer
Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,235.5,0.5684931506849316,Low Value + High Risk,133.88013698630138,Use low-cost retention action
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,59.550000000000004,0.06666666666666667,Low Value + Low Risk,3.97,No immediate action
Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes,239.70000000000002,0.5684931506849316,Low Value + High Risk,136.2678082191781,Use low-cost retention action
Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes,2991.0,0.5088495575221239,High Value + High Risk,1521.9690265486727,Prioritize retention offer
Male,No,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes,879.0,0.19444444444444445,Low Value + Low Risk,170.91666666666666,No immediate action
Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes,985.0,0.7546583850931677,Low Value + High Risk,743.3385093167702,Use low-cost retention action
Female,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Yes,50.45,0.5437262357414449,Low Value + High Risk,27.430988593155895,Use low-cost retention action
Male,No,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Yes,3596.7000000000003,0.5088495575221239,High Value + High Risk,1830.1792035398232,Prioritize retention offer
Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,100.25,0.8977272727272727,Low Value + High Risk,89.9971590909091,Use low-cost retention action
Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes,1415.2,0.7546583850931677,High Value + High Risk,1067.992546583851,Prioritize retention offer
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,69.85,0.8977272727272727,Low Value + High Risk,62.70624999999999,Use low-cost retention action
Male,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Yes,980.4000000000001,0.5684931506849316,Low Value + High Risk,557.350684931507,Use low-cost retention action
Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,319.6,0.5684931506849316,Low Value + High Risk,181.69041095890415,Use low-cost retention action
Female,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,381.0,1.0,Low Value + High Risk,381.0,Use low-cost retention action
Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,3433.75,0.32798165137614677,High Value + Low Risk,1126.206995412844,Maintain relationship
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,20.9,0.35,Low Value + Low Risk,7.314999999999999,No immediate action
Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,69.4,0.8977272727272727,Low Value + High Risk,62.30227272727273,Use low-cost retention action
Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,524.3000000000001,0.5684931506849316,Low Value + High Risk,298.06095890410967,Use low-cost retention action
Female,Yes,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes,3114.3,0.32798165137614677,High Value + Low Risk,1021.4332568807339,Maintain relationship
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,70.1,0.8977272727272727,Low Value + High Risk,62.93068181818181,Use low-cost retention action
Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,Yes,939.5999999999999,0.5684931506849316,Low Value + High Risk,534.1561643835616,Use low-cost retention action
Male,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes,5324.0,0.5088495575221239,High Value + High Risk,2709.115044247788,Prioritize retention offer
Female,No,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,1604.8000000000002,0.5088495575221239,High Value + High Risk,816.6017699115046,Prioritize retention offer
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,84.3,0.8977272727272727,Low Value + High Risk,75.67840909090908,Use low-cost retention action
Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,6656.400000000001,0.020599250936329586,High Value + Low Risk,137.11685393258426,Maintain relationship
Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,1095.05,0.7546583850931677,Low Value + High Risk,826.3886645962733,Use low-cost retention action
Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes,650.0,0.5684931506849316,Low Value + High Risk,369.5205479452055,Use low-cost retention action
Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Yes,19.95,0.35,Low Value + Low Risk,6.982499999999999,No immediate action
Male,No,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,2282.75,0.5088495575221239,High Value + High Risk,1161.5763274336284,Prioritize retention offer
Female,No,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Yes,3137.55,0.5088495575221239,High Value + High Risk,1596.54092920354,Prioritize retention offer
Male,No,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,714.15,0.5684931506849316,Low Value + High Risk,405.9893835616439,Use low-cost retention action
Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,1196.25,0.5684931506849316,Low Value + High Risk,680.0599315068494,Use low-cost retention action
Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes,3001.5,0.5088495575221239,High Value + High Risk,1527.3119469026549,Prioritize retention offer
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,69.35,0.8977272727272727,Low Value + High Risk,62.25738636363636,Use low-cost retention action
Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,257.4,0.7546583850931677,Low Value + High Risk,194.24906832298137,Use low-cost retention action
Male,No,Yes,No,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Yes,5339.900000000001,0.0851063829787234,High Value + Low Risk,454.4595744680851,Maintain relationship
Female,Yes,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes,50.55,0.5437262357414449,Low Value + High Risk,27.485361216730034,Use low-cost retention action
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,80.55,0.8977272727272727,Low Value + High Risk,72.31193181818182,Use low-cost retention action
